"DHSID","DHSCC","DHSYEAR","DHSCLUST","CCFIPS","ADM1FIPS","ADM1FIPSNA","ADM1SALBNA","ADM1SALBCO","ADM1DHS","ADM1NAME","DHSREGCO","DHSREGNA","SOURCE","URBAN_RURA","LATNUM","LONGNUM","ALT_GPS","ALT_DEM","DATUM","area","WEALTHQHH","geometry"
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,2,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,3,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,5,c(1181935.89853854, 335506.234955314)
"GH201400000129","GH",2014,129,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.59396,-0.223934,17,14,"WGS84",0,4,c(1181935.89853854, 335506.234955314)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,3,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,3,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,3,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,2,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,5,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
"GH201400000146","GH",2014,146,"GH","GH01","Greater Accra","GHA005","Greater Accra",3,"Greater Accra",3,"Greater Accra","GPS","U",5.559207,-0.238172,31,19,"WGS84",0,4,c(1176777.56701907, 322892.694167194)
